Ivey Eunice Holdt,13 Jan 1940,Verona
France Thomasena Monton,22 Feb 2003,Brownville
Gertrudis Buster Kronemeyer,1 Dec 1987,Blanchard
Mandi Alisha Randolf,25 Aug 2010,Ludlow
Ashanti Justine Washko,23 May 1988,Bernice
Beau Frederick Dong,18 Nov 1952,Wilmar
Brett Nelda Linington,15 Feb 1958,Sycamore
Denny Antione Dinwoodie,6 Jul 1954,Parrott
Amelia Thomasine Camaron,12 Oct 1936,Jonestown
Dion Novella Mushrush,20 Aug 1980,Florence
Carolina Eric Deshazer,22 Jun 2007,Lowell
Gladys Louanne Chollett,10 Dec 2002,Stovall
Veronique Sammie Opitz,14 Nov 1964,Apple Springs
Ahmed Yer Florio,27 May 1951,Lakeland
Avril Jovita Johnsen,26 Dec 1925,Sarasota
Karisa Laraine Hawkings,14 Mar 1970,Marion Junction
Nona Cinda Framer,11 Jul 1951,Naples
Monte Chasity Beller,2 May 1996,Dunlow
Mackenzie Rheba Santoyo,3 May 1973,Maskell
Louis Debroah Krusor,10 Mar 1902,Bradley
Hector Georgie Whitaker,2 Feb 2011,Ages Brookside
Alonzo Gia Riddlebarger,26 May 1958,Columbia
Mickey Andrew Gadbaw,13 Mar 1915,Lone Jack
Ada Kris Deodato,9 Jan 1999,Sarepta
Maurice Marcia Camper,6 May 1952,Tyler
Andy Dayna Standridge,19 Oct 1958,Dorchester
Marlen Connie Pitts,12 May 2006,Philomath
Lane Jena Pennypacker,20 Oct 1980,Shoreview
Laurene Hildegard Kritter,13 Sep 1908,Saint Charles
Ebony Laverna Puca,9 Apr 2010,Mc Kees Rocks
Loris Dedra Wizar,11 Dec 1945,Port Clinton
Merlyn Fletcher Lohrey,9 Sep 1938,Big Rock
Marco Fernande Strowd,16 Jul 1947,Mappsville
Fidel Lissette Imdieke,4 May 1978,Rhoadesville
Zelma Violet Geisler,28 Feb 1934,Lincoln
Ulrike Monty Maenius,2 Jan 1997,Westbend
Ophelia Aja Donahey,28 Jan 2012,Kaltag
Janine Joan Boebinger,10 Jun 1980,Coal City
Randy Bryan Frymyer,3 Jun 1997,Stanley
Barabara Jeffery Lebarron,16 Aug 1901,Widener
Joslyn Noe Hevron,7 Feb 1963,Foresthill
Roselee Candance Chavira,22 Jul 1913,Kinder
Sierra Khadijah Edinger,24 Jul 2004,New York
Aida Ardell Gorczynski,3 Nov 2001,West Hyattsville
Houston Joella Olckhart,28 Jul 1939,Monmouth
Aleta Camelia Shaulis,14 Aug 1907,Goessel
Garrett Lenard Hollis,13 May 2010,Utica
Myung Sonia Blunden,7 Jun 2003,Versailles
Jarod Gaynelle Emiliano,5 Apr 1980,Frontenac
Rickey Margarett Javarone,15 May 1907,Alpine
Apolonia Tomiko Lamon,17 Oct 1971,Wanatah
Dan Particia Standke,27 Jan 1912,Brookfield
Leoma Chris Kicks,8 Nov 1969,Baudette
Adrian Margarito Citizen,5 Jun 1942,Marble Canyon
Shayne Fabian Migliorisi,8 Sep 1909,Johnsburg
Tad Marjory Alibozek,16 Apr 1955,Dodd City
Eilene Tashina Raguso,19 Jan 1981,Fenwick
Anissa Shelba Kipfer,7 Jul 1954,Leoti
Giuseppe Carter Denomme,15 Oct 1907,Hartford
Stephani Janel Stonecypher,28 Mar 1949,Pepperell
Christi Portia Santoy,25 Jun 2000,Chinquapin
Beth Gayle Almas,10 Aug 1940,Forestgrove
Son Marylynn Wisnowski,3 Jan 1930,Ronceverte
Monnie Rusty Ruyle,19 Jun 2001,La Monte
Hilary Carlotta Femrite,13 Dec 1990,Cloverdale
Moshe Renetta Mangen,24 Sep 2011,Fremont
Dwain Lamonica Fereira,6 Oct 1955,Oklahoma City
Abbey Catheryn Dugre,3 Mar 1996,Porter
Dierdre Shaunta Mamone,6 Jan 1940,Ewen
Bethanie Huey Linnertz,4 Jul 1945,Parkton
Betty Emmett Mango,28 Feb 1938,Frederick
Louisa Ramiro Forni,15 Jul 1907,Rutherfordton
Marcia Elva Paraz,10 Sep 1960,Milwaukee
Fredrick Tijuana Martina,28 Oct 1986,Guide Rock
Malena Bronwyn Ogwynn,20 Oct 1905,Walhalla
Florance Tawny Steele,26 Aug 1958,Baldwinville
Berta Taina Pelikan,2 Oct 1968,Gulston
Dia Gloria Robison,25 Oct 1972,Cary
Jacquelyne Mario Grout,11 Apr 1970,Ida
Ira Micah Tallerico,19 Oct 1927,Reisterstown
Donetta Tama Honn,28 Jan 1901,Baltimore
Francisca Adriana Stonecypher,16 Jun 1936,Thayne
Ronnie Floretta Scrimsher,24 Mar 1915,Minneapolis
Katherina Hector Dorkin,20 Jun 1944,Big Stone City
Mckinley Jordan Majure,15 Feb 1964,Woodbourne
Barbara Lawrence Ainslie,19 Mar 1906,Galesburg
Cordia Jeramy Marlowe,7 Jun 1971,Falun
Kym Rose Byod,10 Dec 1932,Mount Airy
Harris Isa Sirk,10 Sep 1939,Uncasville
Christian Elfriede Latina,15 Apr 1992,Gerry
Usha Delisa Eckhardt,26 May 1935,Windham
Jong Lise Stum,17 Jan 1977,Elliott
Arron Jennifer Mcclimens,28 Aug 2003,Chittenango
Roxy Joya Genich,12 Apr 1901,Carson
Jimmy Ludivina Grubman,1 Jun 1954,Vining
Jettie Carroll Tyo,5 Dec 1947,Bancroft
Dianne Thu Hackwell,25 Apr 1913,Mokelumne Hill
Courtney Collen Argubright,12 Mar 1917,Paulsboro
Delphia Marica Hoskie,8 Mar 1947,Stevenson
Ulrike Nelson Boyken,9 Jun 1982,Hurricane
Marisha Buster Rindal,28 Mar 1965,Woodlawn
Jetta Lauri Robicheaux,14 Jul 1907,Winnabow
Blossom Nathan Rynerson,25 Jul 2006,Midland City
Cassi Robin Micek,2 Apr 1984,Des Moines
Kimberlee Sueann Tawney,7 Aug 1972,Waleska
Tenisha Winter Ruggles,21 Nov 1971,Fort Bliss
Kandace Tarah Malkin,4 Jan 1940,Chattanooga
Sophie Lucille Hylinski,2 May 1966,Stonefort
Karren Madalene Schenck,9 Dec 1919,Patterson
Tonette Eugene Viteo,26 Jul 2007,Abie
Cristopher Deloris Cudmore,14 Feb 1978,Delmar
Cleotilde Celia Fingerson,17 Nov 1954,Halfway
Ileana Rosaline Diviney,20 Sep 1960,Gale
Conrad Elizabet Oshima,25 Dec 1976,Fort Towson
Germaine Nikia Bacon,27 Nov 1964,Iuka
Delbert Emery Sedlack,22 Jun 1908,Delamere
Odilia Julienne Frontera,4 Mar 1906,Pinckneyville
Mayola Ileana Blakesley,8 Aug 2002,Tea
Annelle Neda Wolff,16 Dec 1963,Ferndale
Gidget Rae Charbonneau,2 Feb 1955,Birch Harbor
Lucille Ettie Negreta,14 Jun 1981,Crane Lake
Britteny Cristin Berquist,4 Jun 1996,Lafayette
Anette Carmina Graziosi,27 Oct 1991,Allentown
Andria Bobbie Zabenko,9 Sep 1969,Saint Lawrence
Elmer Buffy Fiebich,5 Feb 1953,Minneapolis
Fernande Belva Borgen,11 Dec 1911,Baker
Felton Ludie Ofer,6 Mar 2003,Philomath
Lucina Harrison Yambo,17 Nov 1910,Old Forge
Karly Dino Hilson,16 Sep 1958,Compton
Darleen Heide Glackin,10 Apr 1987,Parmelee
Svetlana Curtis Osterfeld,8 Dec 1958,Nordland
Brandee Millie Iacovelli,27 May 1914,Fort Smith
Dana Gerda Mednis,19 Dec 1959,Mc Calla
Randal Britta Tong,6 Sep 1993,Jewell Valley
Julian Carmon Dickes,23 Jul 1945,Colebrook
Lynell Leonarda Tresca,15 Dec 2008,Ypsilanti
Rupert Myrna Dragan,10 Aug 1996,Ponce De Leon
Orval Latina Rodriguiz,27 Dec 1961,Menomonee Falls
Hipolito Genie Foston,28 Dec 1937,Saint Vrain
Eusebia Cesar Gangwish,8 Jul 1934,Harrellsville
Arnette Cecil Kolkemeyer,2 Oct 1920,Buffalo
Caryn Mahalia Kuchto,25 Mar 1935,Horse Creek
Rodrigo Shaunte Schauman,21 Nov 1934,Davisport
Jamal Leif Filthaut,20 May 1964,White Plains
Vern Lou Slade,18 Aug 1944,Hartford City
Juli Rozella Stores,19 Apr 2007,Markleville
Sharlene Hortense Cerio,1 Dec 1914,New Creek
Lyla Norah Vanner,21 Oct 2002,Ten Sleep
Chet Micki Stanfill,13 Feb 1970,New Weston
Lovella Gwen Milos,9 Jul 1936,Land O Lakes
Randolph Shirely Sergi,14 May 1954,Berger
Chanell Donald Bostelmann,1 Mar 2012,North Andover
Hilda Ricarda Krotzer,19 Apr 1938,Ranger
Buford Jenni Angilello,17 Mar 1989,Tekoa
Sol Hye Boniface,5 Mar 1901,Hamlet
Dena Marcos Lambrakis,5 Oct 1963,Sunman
Kim Perla Wempe,4 Mar 1978,Rosanky
Ima Carmela Croak,17 Sep 1952,Saint Augustine
Suzette Marlo Youngman,23 Jul 1912,Neversink
Delmy Pearline Thran,11 Jan 2007,Whitefield
Keva Nerissa London,7 Feb 1978,Butte Meadows
Sabina Ardis Tero,26 Nov 1971,Ridley Park
Larissa Estella Standrew,11 Mar 1989,Rinard Mills
Shantay Johnnie Mcculough,5 Aug 1923,Industry
Annalisa Melonie Bekele,1 Mar 1974,Muskegon Heights
Soo Kelsi Nothnagel,18 Oct 1997,Franklin
Barabara Jeromy Pramuk,11 May 1942,Mountain View
Dusti Chuck Lerra,10 Oct 1912,Mead Valley
Bess Sun Telega,13 Jun 1942,Henrico
Many Trula Macari,13 Jun 1965,Keyport
Renaldo Antonio Patocka,22 Feb 1975,San Patricio
Felicidad Burl Ramming,7 Dec 1981,Robinette
Hulda Antonia Esterling,17 Apr 1928,Garner
Sherill Bo Sancrant,25 Jul 1931,Elbridge
Lashandra Ronni Micheal,7 Sep 1970,Blanks
Genaro Lakia Averhart,3 May 1911,Marble
Felipe Soo Bree,19 Jun 2001,Vernon
Silva Ardell Reistad,15 Feb 1939,Glad Valley
Phebe Georgianne Perrigo,13 Feb 1914,Leesburg
Adell Kenyetta Dorminy,1 May 1952,Thacker
Angelina Claretta Barreira,19 May 1973,Otoe
Milan Fleta Fariello,9 Aug 2011,Cloquet
Ivelisse Mariela Ragins,11 Jun 1935,Salol
Kiara Valeri Fouhy,8 Sep 1910,Manter
Zita Ariel Souter,17 Oct 1953,Houston
Jessia Carmelita Diga,8 May 1941,Memphis
Merrie Phebe Holtzen,12 Mar 2008,Sikeston
Kyong Bert Papciak,28 Apr 1941,Edgewood
Paul Stephaine Pravata,17 Feb 2000,Nelson
Kayce Malia Manygoats,5 Mar 1965,Huron
Melida Hong Inga,13 Jul 1978,Palestine
Phoebe Margarett Knop,14 Dec 1957,Mitchell
Anglea Ninfa Scheetz,1 Jun 2011,Noblestown
Rafaela Christopher Bachmeyer,1 May 1935,Ridgeland
Lisette Adrian Moccasin,1 Jan 1901,Montgomery
Kim Evan Heishman,18 Dec 2012,Hanceville
Belia Mellisa Dinehart,7 Dec 1966,Granby
Zoe Deborah Bloyd,3 Oct 1956,Roberts
Salina Fredericka Randklev,22 Nov 1917,Farber
Dominic Tiana Hinerman,27 Apr 1937,South Woodstock
Mabelle Yasuko Chareunsri,24 Jul 1902,Brunswick
Susie Chester Blackmer,28 Nov 1922,Greystone Park
Madeleine Herbert Brunnemer,11 Jun 1982,Greenwood
Beverley Belia Shevenell,18 May 1932,San Geronimo
Elias Vernon Strawser,8 Nov 1993,Proctor
Sherika Antonietta Davoren,21 May 1908,Havilah
Deena Clora Pietrafesa,28 Dec 2007,Casco
Effie Marcella Kendziora,17 Feb 1967,Savannah
Beatris Loralee Kalfayan,18 Mar 1923,Monroe
Renata Vern Politte,24 Nov 1927,Stinnett
Missy Bianca Nye,21 May 2008,Goodson
Julian Sung Pederzani,3 Sep 1919,Clifton
Krystina India Liotta,25 Jun 2010,Phillipsburg
Emile Loralee Gutting,22 Nov 1908,Greencastle
Lissette Yuriko Swoopes,25 Jul 1947,Vergennes
Sandie Rex Monninger,19 Sep 1974,San Luis Obispo
Breanna Leesa Paire,16 Nov 1917,Flanders
Bud Joanie Litrenta,11 Jul 1901,Doyle
Brandon Gwyneth Landruth,28 Sep 1982,Guilderland
Kellee Madison Ferrise,6 Jun 1986,Elma
Sanjuana Monique Hovda,20 Nov 1990,Stephenson
Wade Tonya Grillot,19 Mar 1912,Java Village
Torri Glennis Lancz,9 Mar 1909,Vallscreek
Roxann Logan Aprigliano,15 Nov 1933,Middleville
Nanci Mac Fekety,13 May 1972,Williamsville
Cecilia Jeromy Couto,8 Apr 1966,Rye
Ellis Fernanda Wise,12 Apr 1949,Lisco
Tim Corine Evansky,4 Jun 1927,Woodland
Melida Jeannetta Gorby,2 Oct 1962,Sims
Jesus Latina Hussar,9 Dec 1941,Cutler
Glenn Ivan Provo,3 Jun 1907,Bolingbrook
Isabella Kristi Berkeley,1 Mar 1980,Waterville
Jacinto Dominic Surprenant,14 Mar 1998,Oronoco
Edgardo Mckinley Mostyn,14 Aug 1998,Randolph
Arianna Lashell Fauscett,13 Aug 1940,Searsmont
Mellissa Vilma Wohlert,10 Oct 1943,Tukwila
Leonie Blanche Egloff,1 Jun 1929,Flower Mound
Maia Hugo Arceneaux,12 Sep 1980,Homestead
Beryl Mitchel Murdy,24 May 1917,Detroit
Jackeline Rosanna Diano,21 Aug 1925,Bustins Island
Beverley Katia Harle,26 Dec 1933,Spicer
Ruthe Lean Biase,15 Mar 1957,Westport
Terry Dominga Newport,14 Dec 1926,West Union
Lenora China Digiacomo,4 Oct 1935,Giddings
Melida Shellie Njoku,26 Jan 1904,Wales
Jenelle Janis Guitterez,11 Dec 1984,Stockholm
Val Johnie Jardin,28 Aug 2004,Townsend
Deloras Sharee Hammon,4 Jun 1995,Waianae
Clemente Nicholas Minjarez,5 Oct 1935,Hanna
Forest Jesusa Vejarano,3 Apr 2014,Bristol
Cori Dreama Antal,3 Dec 1959,Boyce
Modesto Chong Allford,18 May 1909,Mosby
Flor Kam Consolini,10 May 1941,Palm Bay
Candace Lowell Vallot,18 May 1993,Kent
Starr Opal Hage,23 Jan 1959,Hudson
Isabel Blythe Buchheim,26 Oct 1928,West Milford
Gil Shawn Cozzolino,24 Sep 1919,Mechanic Falls
Babara Titus Mabins,23 Jun 1915,East Norwich
Sulema Tempie Yomes,12 Jan 1936,Bella Vista
Stephanie Angelic Soga,7 Feb 1916,Drummond
Laureen Dusty Lowney,28 Nov 1918,Staten Island
Kiyoko Magdalena Wienke,25 Nov 1910,Iredell
Chastity Chantay Russel,23 Nov 1966,Havensville
Princess Mollie Zeimetz,9 Nov 1916,Metairie
Adrien Donita Gerlach,28 Sep 1966,Slatersville
Diedra Arnold Carther,24 Apr 1914,Nerstrand
Lester Steve Nitsche,23 Apr 1967,Sarona
Nada Rayna Shealy,25 May 1993,Rio Grande City
Alphonso Tyler Jupiter,21 Aug 1918,Madisonville
Travis Vito Umbrell,20 Jun 2003,Jamaica
Albertine Nevada Pulley,10 Oct 2013,Mc Keesport
Roxann Deana Patz,13 Nov 1972,Constantine
Alline Janis Plowden,16 May 1939,Sturgeon
Brittanie Edward Cieslak,2 Jun 1912,Oakwood
Winfred Matha Sipp,16 Apr 2003,Mount Alto
Venetta Lisandra Mogren,17 Jul 1980,Lakeview
Fletcher Delma Studebaker,10 Mar 1920,Blythedale
Terrance Maida Pluta,11 Apr 1953,Beech Grove
Nenita Candace Granvil,6 Sep 1968,Salisbury
Audie Lonna Maravilla,28 May 1938,Conger
Jack Suanne Lidie,12 Mar 1937,Ireton
Berry Jani Mavris,11 May 1916,Westborough
Franchesca Moriah Tseng,9 Aug 2007,Sallis
Maxima Enda Granberg,15 May 1922,Augusta
Gisele Romana Caldero,14 Dec 1948,Sarasota
Nguyet Blaine Gantvoort,18 Jul 2008,Bally
Omega Brenda Bavier,13 Mar 1946,Bone Cave
Yael Glenna Wehn,24 Nov 1904,Otisco
Porsche Natasha Tornes,12 Mar 2004,Waskom
Altagracia Tiffany Altig,20 Apr 1934,Topton
Megan Aaron Toback,10 Jun 1918,Westfall
Elena Cherri Dejean,22 Feb 1937,Delphia
Kirstie Leonora Rienzo,28 Apr 2014,Crawford
Damaris Jene Walrath,26 Sep 1913,Plover
Ivan Garret Gwynn,13 Apr 2009,Aloma
Filomena Ronnie Ackins,15 Dec 1927,Congerville
Gregorio Joe Egge,18 Dec 1917,Wayside
Gigi Bradly Daggett,9 Jun 1933,Watson
Minh Mindi Laurendeau,15 Apr 1975,Venice
Conrad Emilee Gerweck,15 Feb 1928,Bessemer
Titus Hollie Calnen,20 May 1924,Ballston Spa
Merrill Nicolle Quinby,5 Jun 1966,Snoqualmie
Janett Cecila Dahood,28 Feb 1953,Bridgewater
Tinisha Soledad Bettridge,25 Jun 2009,Willisburg
Alfred Nicki Miners,4 Dec 1954,Limerick
Virginia Hugh Fenn,22 Dec 1936,Herald
Audrey Keenan Dougan,18 Aug 1927,Slaughter
Hermina Alice Perrelli,11 Sep 1952,Loudon
Karole Isa Banderas,2 Jul 1937,Emery
Tonja Natisha Antley,10 Mar 1972,Elfrida
Rory Rima Vardeman,5 Sep 1917,Des Peres
Genoveva Olimpia Studyvance,7 Jul 1941,Douglass
Laticia Sanda Tietge,16 Oct 1972,Los Angeles
Lianne Hwa Studdard,10 Apr 1962,Jewett
Roxane Sibyl Jubyna,27 Dec 1955,Hitterdal
Neida Lory Jaenke,5 Sep 1982,East Moline
Ouida Aja Wittenborn,24 Feb 1985,Mifflinville
Gilda Cheryll Miga,3 Nov 1908,Oil Center
Ginger Omar Heritage,6 Jul 1988,Evergreen
Talisha Marchelle Vassell,14 Feb 1945,Fort Hancock
Camellia Tamatha Wittman,17 Feb 1961,Greencastle
Colby Stephenie Naso,2 Oct 1916,Scott City
Hilma Adolph Intrabartolo,22 Oct 1983,Silverhill
Dallas Babette Reilley,8 Feb 1987,Wittensville
Hildegard Jen Digiulio,4 Dec 1957,Manteca
Carroll Cleopatra Mcday,9 Mar 1909,Keller
Dusty Emily Mcillwain,14 May 1987,Mc Clelland
Lanita Teddy Diaz,27 May 1982,Mesquite
Joni Arnette Lelli,4 Oct 1927,Madison
Usha Jimmie Scalia,6 Jun 1967,Westmoreland
Chong Assunta Trunnell,7 Jan 1998,Omaha
Lezlie Carlyn Schildknecht,6 Jun 1993,Happy
Marylou Tracey Balder,10 Feb 1949,Idalou
Chang Alan Sherif,2 Aug 1925,Dexter
Janett Katrice Remaklus,24 May 1925,Conway Springs
Doug Madelyn Ruberte,7 Aug 2005,Camdenton
Tandy Joshua Degrace,15 May 2005,Channing
Gaynell Dion Bixler,25 Oct 1900,Lake Odessa
Jeremiah Rico Stitzer,23 Feb 1993,Calumet Park
Freeman Winnie Sparhawk,21 Oct 1949,Bearsdale
Mira Valentin Bosshardt,14 Jun 2011,Ontario
Reggie Gabriella Kalin,3 Nov 1922,Monroe
Babara Prudence Moulds,27 Jul 1997,Charleston
Man Jaimie Tolchin,13 Jun 1998,Newburg
Charlie Georgiana Massaglia,12 Apr 1988,Marietta
Marlen Bernetta Kingsberry,14 Sep 1988,Gaines
Hildegard Ginette Trimpe,2 Jan 1987,Bellevue
Royce Edie Gulisano,13 Jan 1936,Marlin
Anthony Loralee Shelvy,1 Nov 1915,Canton
Demarcus Avelina Rains,21 Jun 1954,Jansen
Rae Tashina Ack,25 Aug 1936,Widener
Lynette Pa Selk,3 Jan 1929,Burnt Hills
Shanelle Natalia Crumedy,13 Dec 2012,Hazelwood
Holli Oliva Corso,13 Nov 1944,Wall
Marvella Freeman Mammen,5 May 1970,Warrenton
Melissia Kelsie Lemmer,14 Sep 1901,Zion Grove
Mara Heike Fileds,17 Aug 1975,Madison
Fredrick Jeremiah Wetzell,19 Oct 1934,Silvis
Vennie Lenard Hanford,7 Jul 1991,College Station
Anjelica Sheilah Balnis,8 Jun 1999,Twentynine Palms
Charise Reyna Sabina,8 Mar 1994,Herkimer
Tamesha Roy Plush,2 Jun 1991,Manchester
Scott Josefa Beek,20 Nov 1992,Amado
Shakita Nicolette Stimson,8 May 1944,Rocky Point
Audrey Kimi Champine,20 Aug 2006,Midpines
Mary Pia Rabena,24 Feb 1983,Marlow
Merlyn Roni Stenson,7 Oct 1907,Bison
Maryann Werner Schauwecker,7 Jun 1933,Coupland
Joan Tonya Burrill,13 May 1954,Decatur
Marylin Leon Rensch,5 Oct 1975,Hersey
Lien Solange Basten,16 Oct 1964,Spencer
Bruno Fernando Alter,22 Mar 1981,Fort Kent
Shirely Kourtney Motts,23 Apr 1959,Belle Plaine
Yee Dann Kaskey,5 Sep 1930,Bagwell
Cristie Rafaela Ludy,12 Jan 1958,Horseshoe Bend
Waldo Adelaida Dezern,5 Feb 1969,Stella
Shila Laverne Garding,21 Sep 1961,Huson
Catalina Arnita Hage,19 Feb 1918,Groton
Gale Zana Morado,25 Sep 1969,Sacramento
Clarisa Idella Khalili,14 Oct 1955,Houston
Alvera Nakia Schmale,28 May 2005,Peru
Samuel Kareen Daus,16 Apr 1989,Wales
Delaine Neida Zinser,27 May 1902,Huron
Delaine Neida Zinser,27 May 1944,Huron
Delaine Neida Zinser,27 May 1912,Turrell
Delaine Neida Zinser,27 May 1912,Huron
Jalisa Clemmie Baadsgaard,28 Nov 2009,Turrell
Clint Charlott Jungck,18 Mar 1917,Hitchcock
Daniel Cherly Hanmore,11 Jan 1996,Ruskin
Nicolas Thuy Kirven,21 Sep 1988,Hillsboro
Felton Reta Eagon,17 Feb 1947,Glazier
Glayds Ollie Nici,23 Oct 1907,San Diego
Craig Sha Fiorentini,17 Jan 1994,Mount Moriah
Dolores Kari Doak,6 Jun 2003,Larimer
Cinderella Reanna Maybin,19 Oct 1973,Guelph
Many Timmy Sonier,18 Nov 1974,Flomaton
Raquel Song Taflinger,16 Apr 1961,Valley Stream
Romana Cristen Mo,26 Jan 1953,Rockville
Vivien Neely Hagler,2 May 1927,Mifflin
Talia Efrain Marchbanks,13 Jun 2012,Hollis Center
Marjorie Robt Grosh,27 Sep 1924,Saint Paris
Juliann Olevia Pizzella,8 Feb 1940,Stella
Mohamed Hae Garhart,18 Jan 1937,Stanton
Eddie Patricia Kozar,16 Apr 1955,Ringgold
Jerry Lashay Marold,23 Sep 1954,Plymouth
Julian Heidy Schap,1 Dec 1976,Philadelphia
Margie Eustolia Rundall,22 Sep 1980,House Springs
Delpha Maude Trish,3 May 1995,Independence
Lavonda Deborah Schadt,1 Nov 1900,Mitchellville
Lakesha Lani Fillinger,9 May 1917,Rumsey
